Station,SampleDate,SampleTime,SampleType,SampleDepth,Taxa,Division,Tally,Density,Biovolume,Notes,CurrentDivision
GTB-WQ1,9/2/2015,9:00,water,0-8.0,cf. Plagioselmis nannoplanctica,Cryptophyta,137,6.51E+05,5.52E+07,Organisms appear degraded.,Cryptophyta
GTB-WQ1,9/2/2015,9:00,water,0-8.0,cf. Chroococcus microscopicus,Cyanobacteria,58,2.76E+05,7.39E+04,Organisms appear degraded.,Cyanobacteria
GTB-WQ1,9/2/2015,9:00,water,0-8.0,Chroococcus minimus,Cyanobacteria,12,5.70E+04,8.06E+05,Organisms appear degraded.,Cyanobacteria
GTB-WQ1,9/2/2015,9:00,water,0-8.0,Chroococcus minutus,Cyanobacteria,16,7.75E+03,1.39E+06,Organisms appear degraded.,Cyanobacteria
GTB-WQ1,9/2/2015,9:00,water,0-8.0,Dolichospermum sp.,Cyanobacteria,15,4.00E+02,2.62E+04,Organisms appear degraded.,Cyanobacteria
GTB-WQ1,9/2/2015,9:00,water,0-8.0,cf. Peridinium sp.,Pyrrophyta,1,4.84E+02,2.39E+06,Organisms appear degraded.,Miozoa
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Achnanthidium cf. catenatum,Bacillariophyta,3,1.07E+04,1.29E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Achnanthidium sp.,Bacillariophyta,2,7.13E+03,2.24E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Amphora pediculus,Bacillariophyta,2,1.21E+03,5.08E+04,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Amphora sp.,Bacillariophyta,1,3.56E+03,2.00E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Cocconeis placentula,Bacillariophyta,1,3.33E+01,1.38E+04,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Cyclotella sp.,Bacillariophyta,4,2.42E+03,1.14E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Cyclotella spp.,Bacillariophyta,7,2.50E+04,2.12E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Denticula sp.,Bacillariophyta,1,6.05E+02,1.35E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Encyonema sp.,Bacillariophyta,1,3.33E+01,1.98E+04,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Encyonopsis sp.,Bacillariophyta,2,7.13E+03,9.81E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Eucocconeis flexella,Bacillariophyta,1,3.33E+01,2.76E+04,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Fragilaria tenera,Bacillariophyta,1,3.33E+01,5.86E+03,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Frustulia sp.,Bacillariophyta,2,6.67E+01,1.57E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Planothidium sp.,Bacillariophyta,1,3.56E+03,8.74E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Staurosira sp.,Bacillariophyta,9,5.45E+03,5.13E+05,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Ulnaria ulna,Bacillariophyta,1,6.05E+02,3.62E+06,Low sediment and detritus. Organisms appear faint and degraded.,Bacillariophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Ankistrodesmus sp.,Chlorophyta,4,1.33E+02,6.28E+03,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Chlamydomonas sp.,Chlorophyta,5,1.78E+04,1.68E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Chlorella spp.,Chlorophyta,170,6.06E+05,8.57E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Drepanochloris nannoselene,Chlorophyta,14,4.99E+04,1.98E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Monoraphidium sp.,Chlorophyta,20,7.13E+04,3.58E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Mougeotia sp.,Chlorophyta,4,1.33E+02,1.81E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Scenedesmus spp.,Chlorophyta,131,4.67E+05,4.89E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Sphaerocystis sp.,Chlorophyta,16,9.69E+03,8.44E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Tetraedron minimum,Chlorophyta,28,9.98E+04,1.80E+06,Low sediment and detritus. Organisms appear faint and degraded.,Chlorophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Dinobryon spp.,Chrysophyta,5,1.78E+04,1.91E+07,Low sediment and detritus. Organisms appear faint and degraded.,Ochrophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Pseudokephyrion pseudospirale,Chrysophyta,1,3.56E+03,1.40E+05,Low sediment and detritus. Organisms appear faint and degraded.,Chrysophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Cryptomonas sp.,Cryptophyta,1,3.56E+03,2.27E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cryptophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Plagioselmis nannoplanctica,Cryptophyta,86,3.07E+05,5.65E+07,Low sediment and detritus. Organisms appear faint and degraded.,Cryptophyta
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Chroococcus sp.,Cyanobacteria,4,2.42E+03,1.58E+05,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Dolichospermum sp.,Cyanobacteria,34,1.21E+05,1.71E+06,Low sediment and detritus. Organisms appear faint and degraded.,Cyanobacteria
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Ceratium hirundinella,Pyrrophyta,3,1.00E+02,4.24E+06,Low sediment and detritus. Organisms appear faint and degraded.,Miozoa
GTB-WQ1,9/15/2015,12:10,water,0-8.0,cf. Gymnodinium sp.,Pyrrophyta,1,3.56E+03,3.97E+06,Low sediment and detritus. Organisms appear faint and degraded.,Miozoa
GTB-WQ1,9/15/2015,12:10,water,0-8.0,Peridinium sp.,Pyrrophyta,1,3.33E+01,3.00E+05,Low sediment and detritus. Organisms appear faint and degraded.,Miozoa
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Achnanthidium spp.,Bacillariophyta,22,2.14E+05,2.02E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Amphora pediculus,Bacillariophyta,70,6.81E+05,2.72E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Amphora spp.,Bacillariophyta,31,3.10E+03,1.16E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Aneumastus spp.,Bacillariophyta,3,5.45E+03,5.02E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Bacillaria sp.,Bacillariophyta,4,7.26E+03,1.52E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Capartogramma sp.,Bacillariophyta,2,3.63E+03,1.37E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cavinula scutelloides,Bacillariophyta,3,3.00E+02,1.06E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cavinula sp.,Bacillariophyta,4,3.89E+04,4.12E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cocconeis placentula,Bacillariophyta,1,1.82E+03,5.02E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cyclotella sp.,Bacillariophyta,5,4.86E+04,1.22E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cymbella sp.,Bacillariophyta,6,6.00E+02,5.19E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cymbopleura cf. inaequalis,Bacillariophyta,2,3.63E+03,1.94E+08,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cymbopleura spp.,Bacillariophyta,2,3.63E+03,1.88E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Denticula sp.,Bacillariophyta,6,5.83E+04,1.87E+07,Girdle view. Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Denticula tenuis,Bacillariophyta,7,7.00E+02,2.64E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Diatoma ehrenbergii,Bacillariophyta,1,1.82E+03,7.70E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Diploneis sp.,Bacillariophyta,2,2.00E+02,8.71E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Encyonema minutum,Bacillariophyta,13,2.36E+04,3.59E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Encyonema sp.,Bacillariophyta,5,4.86E+04,8.56E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Eucocconeis flexella,Bacillariophyta,1,9.72E+03,2.47E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Fragilaria brevistriata,Bacillariophyta,18,1.75E+05,5.28E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Fragilaria capucina,Bacillariophyta,2,1.94E+04,8.80E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Fragilaria construens,Bacillariophyta,1,1.82E+03,1.44E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Fragilaria crotonensis,Bacillariophyta,8,7.78E+04,3.41E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Fragilaria crotonensis,Bacillariophyta,2,3.63E+03,1.00E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Gomphonema spp.,Bacillariophyta,4,7.26E+03,1.43E+06,Girdle view. Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Gomphonema cf. truncatum,Bacillariophyta,3,5.45E+03,5.31E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Gyrosigma acuminatum,Bacillariophyta,103,1.87E+05,1.88E+09,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Karayevia sp.,Bacillariophyta,3,2.92E+04,7.15E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Navicula aurora,Bacillariophyta,1,1.82E+03,1.10E+08,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Navicula spp.,Bacillariophyta,26,2.53E+05,1.27E+09,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Nitzschia cf. sinuata,Bacillariophyta,1,1.00E+02,1.65E+04,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Nitzschia spp.,Bacillariophyta,15,2.72E+04,3.86E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Plagiotropis sp.,Bacillariophyta,38,3.80E+03,3.37E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Planothidium spp.,Bacillariophyta,2,3.63E+03,1.10E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Reimeria sinuata,Bacillariophyta,1,1.82E+03,4.85E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Sellaphora seminulum,Bacillariophyta,2,1.94E+04,3.21E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Sellaphora spp.,Bacillariophyta,14,1.40E+03,1.48E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Staurosirella pinnata,Bacillariophyta,4,3.89E+04,7.64E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Stephanodiscus sp.,Bacillariophyta,1,9.72E+03,5.73E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Tabellaria sp.,Bacillariophyta,2,2.00E+02,8.04E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Tryblionella angustata,Bacillariophyta,3,3.00E+02,4.70E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Ulnaria ulna,Bacillariophyta,2,3.63E+03,3.00E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Bacillariophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Chlamydomonas spp.,Chlorophyta,13,1.26E+05,9.53E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Chlorella spp.,Chlorophyta,204,1.98E+06,6.65E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Coelastrum sp.,Chlorophyta,16,1.60E+03,1.05E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cosmarium sp.,Chlorophyta,2,2.00E+02,2.29E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Monoraphidium minutum,Chlorophyta,3,2.92E+04,4.28E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Monoraphidium tortile,Chlorophyta,5,4.86E+04,3.26E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Mougeotia sp.,Chlorophyta,3,3.00E+02,3.48E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Oocystis sp.,Chlorophyta,8,8.00E+02,2.26E+04,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Pediastrum duplex,Chlorophyta,16,2.91E+04,2.40E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Scenedesmus sp.,Chlorophyta,16,1.56E+05,2.28E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Sphaerocystis planctonica,Chlorophyta,26,4.72E+04,3.09E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Stauridium tetras,Chlorophyta,16,1.60E+03,8.97E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Tetraedron minimum,Chlorophyta,1,1.82E+03,1.09E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Tetrastrum sp.,Chlorophyta,12,1.20E+03,7.85E+04,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chlorophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Chrysococcus sp.,Chrysophyta,2,3.63E+03,4.18E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Chrysophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Dinobryon sp.,Chrysophyta,127,1.27E+04,2.63E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Ochrophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cryptomonas erosa,Cryptophyta,2,2.00E+02,3.72E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cryptophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Cryptomonas ovata,Cryptophyta,11,1.10E+03,7.74E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cryptophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Plagioselmis nannoplanctica,Cryptophyta,33,3.21E+05,6.45E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cryptophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Rhodomonas lacustris,Cryptophyta,5,4.86E+04,4.52E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cryptophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Aphanizomenon sp.,Cyanobacteria,34,6.17E+04,1.75E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cyanobacteria
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Chroococcus microscopicus,Cyanobacteria,64,6.22E+05,3.26E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cyanobacteria
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Chroococcus minimus,Cyanobacteria,668,6.68E+04,9.44E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cyanobacteria
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Chroococcus minutus,Cyanobacteria,24,2.33E+05,1.53E+07,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cyanobacteria
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Pseudanabaena sp.,Cyanobacteria,22,4.00E+04,2.51E+05,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Cyanobacteria
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Euglena spp.,Euglenophyta,2,2.00E+02,1.50E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Euglenophyta
GTB-WQ1,10/14/2015,11:30,water,0-3.0,cf. Gymnodinium sp.,Pyrrophyta,2,3.63E+03,4.35E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Miozoa
GTB-WQ1,10/14/2015,11:30,water,0-3.0,Peridinium sp.,Pyrrophyta,1,1.00E+02,2.13E+06,Moderate detritus. Many broken diatoms. Organisms appear degraded.,Miozoa
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,cf. Achnanthes sp.,Bacillariophyta,4,1.45E+07,1.71E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Achnanthidium minutissimum,Bacillariophyta,129,1.31E+09,1.21E+11,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Achnanthidium sp.,Bacillariophyta,10,1.02E+08,1.63E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Amphora pediculus,Bacillariophyta,81,8.25E+08,2.27E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Amphora sp.,Bacillariophyta,1,1.02E+07,1.96E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,cf. Cavinula sp.,Bacillariophyta,6,6.11E+07,1.69E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Cocconeis placentula,Bacillariophyta,3,3.06E+07,7.49E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,cf. Cyclotella sp.,Bacillariophyta,3,3.06E+07,1.15E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Cymbella sp.,Bacillariophyta,1,1.02E+07,2.93E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Diatoma sp.,Bacillariophyta,1,1.02E+07,4.99E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Diatoma tenuis,Bacillariophyta,2,2.04E+07,4.61E+09,Fragment. Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Encyonema minutum,Bacillariophyta,1,1.02E+07,7.13E+08,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Encyonopsis sp.,Bacillariophyta,3,1.09E+07,2.35E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Eucocconeis flexella,Bacillariophyta,1,2.00E+05,4.98E+08,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Eunotia sp.,Bacillariophyta,4,8.00E+05,2.26E+08,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,cf. Fragilaria brevistriata,Bacillariophyta,10,1.02E+08,1.25E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Fragilaria construens,Bacillariophyta,4,4.07E+07,5.28E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Fragilaria sp.,Bacillariophyta,4,4.07E+07,1.62E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,cf. Fragilaria tenera,Bacillariophyta,3,3.06E+07,3.84E+09,Fragment. Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,cf. Gomphonema sp.,Bacillariophyta,1,1.02E+07,2.12E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Navicula aurora,Bacillariophyta,1,1.02E+07,1.34E+11,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Navicula cryptotenella,Bacillariophyta,2,2.04E+07,5.04E+09,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Navicula spp.,Bacillariophyta,5,5.09E+07,3.80E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Navicula cf. trivialis,Bacillariophyta,1,1.02E+07,1.76E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
GTB-WQ1,6/24/2015,9:40,sediment,Bottom,Nitzschia cf. recta,Bacillariophyta,2,2.04E+07,1.21E+10,Sediment sample. Many broken diatoms.,Bacillariophyta
